id,title,genre,budget,revenue,production_companies,united_states,english,title_change,popularity,vote_average,vote_count,month,year,runtime,successful
2677,The Raid,Action,1100000,4105187,3,Yes,No,Yes,40.285095,7.3,1055,9,2011,101,1
2678,Alex Cross,Action,45000000,30353232,1,Yes,Yes,No,14.513243,5.1,300,10,2012,101,0
2679,Cirque du Soleil: Worlds Away,Fantasy,0,34153101,1,Yes,Yes,No,5.987486,6.1,58,11,2012,91,1
2680,Small Apartments,Comedy,2000000,0,3,Yes,Yes,No,5.100741,5.7,50,3,2012,96,0
2681,Never Again,Comedy,0,0,0,No,Yes,No,0.039077,4,3,7,2002,98,0
2682,For Greater Glory - The True Story of Cristiada,Drama,12000000,9622846,1,No,Yes,No,5.759545,6.4,35,6,2012,145,0
2683,My Last Day Without You,Drama,1000000,0,0,Yes,Yes,No,0.153625,5.7,3,6,2011,90,0
2684,Rush,Action,38000000,90247624,5,No,Yes,No,33.003828,7.7,2277,9,2013,123,1
2685,Anna Karenina,Drama,0,68929150,3,No,Yes,No,26.38704,6.5,639,9,2012,130,1
2686,RoboCop,Action,120000000,242688965,3,Yes,Yes,No,66.757869,5.7,2342,1,2014,102,1
2687,The Place Beyond the Pines,Drama,15000000,35485608,3,Yes,Yes,No,35.395129,6.8,1653,3,2013,140,1
2688,Under the Skin,Drama,13300000,5380251,10,Yes,Yes,No,29.782161,6,1102,3,2014,108,0
2689,The Man with the Iron Fists,Action,15000000,15608545,2,Yes,Yes,No,17.672021,5.2,358,11,2012,96,0
2690,Deadfall,Drama,12000000,66351,5,Yes,Yes,No,10.19041,5.6,224,11,2012,95,0
2691,Zero Dark Thirty,Drama,40000000,132820716,3,Yes,Yes,No,38.306954,6.7,1702,12,2012,157,1
2692,Broken City,Drama,56000000,19701164,9,Yes,Yes,No,29.490057,5.7,593,1,2013,109,0
2693,Blue Like Jazz,Drama,1250000,0,1,Yes,Yes,No,1.6116,5.8,25,4,2012,106,0
2694,The Legend of Hell's Gate: An American Conspiracy,Action,0,0,3,Yes,Yes,No,1.002585,3.9,8,3,2011,108,0
2695,Dysfunctional Friends,Comedy,1800000,0,0,Yes,Yes,No,0.21544,5,4,2,2012,101,0
2696,Teenage Mutant Ninja Turtles,Action,125000000,477200000,3,Yes,Yes,No,143.350376,5.8,2636,8,2014,101,1
2697,Enter Nowhere,Thriller,0,0,1,Yes,Yes,No,3.637857,6.5,49,10,2011,90,0
2698,The Jimmy Show,Drama,0,0,1,Yes,Yes,No,0.098351,8,1,1,2002,96,0
2699,Avengers: Age of Ultron,Action,280000000,1405403694,3,Yes,Yes,No,134.279229,7.3,6767,4,2015,141,1
2700,Dumb and Dumber To,Comedy,40000000,169837010,4,Yes,Yes,No,67.767785,5.4,1127,11,2014,110,1
2701,"I, Frankenstein",Thriller,65000000,71154592,4,Yes,Yes,No,31.324734,5,687,1,2014,92,0
2702,Eddie: The Sleepwalking Cannibal,Comedy,0,1632,4,No,Yes,No,0.143784,6.1,30,4,2012,79,1
2703,Captain America: The Winter Soldier,Action,170000000,714766572,1,Yes,Yes,No,72.225265,7.6,5764,3,2014,136,1
2704,Coriolanus,Drama,7700000,1072602,11,Yes,Yes,No,7.554799,5.9,131,2,2011,123,0
2705,Truth or Dare,Thriller,0,0,1,No,Yes,No,6.679954,5.7,117,8,2012,95,0
2706,Katy Perry: Part of Me,Documentary,12000000,32726956,4,Yes,Yes,No,8.410688,6.5,85,6,2012,93,1
2707,The Hunger Games: Catching Fire,Action,130000000,847423452,2,Yes,Yes,No,76.310119,7.4,6495,11,2013,146,1
2708,Dead Man Down,Action,0,18074539,2,Yes,Yes,No,29.647844,5.9,638,3,2013,118,1
2709,The Amazing Spider-Man 2,Action,200000000,705717432,4,Yes,Yes,No,89.270217,6.5,4179,4,2014,142,1
2710,Maleficent,Action,180000000,758539785,3,Yes,Yes,No,110.620647,7,4496,5,2014,97,1
2711,Sex With Strangers,Documentary,0,0,0,No,No,No,0.014406,5,1,2,2002,0,0
2712,Ant-Man,Action,130000000,519311965,1,Yes,Yes,No,120.09361,7,5880,7,2015,117,1
2713,Holy Motors,Drama,0,641100,2,No,No,No,9.140936,6.9,228,7,2012,115,1
2714,Madea's Witness Protection,Drama,0,0,1,Yes,Yes,No,7.050951,5.9,52,6,2012,114,0
2715,Maniac,Horror,6000000,31081,4,Yes,Yes,No,19.331884,6,316,12,2012,89,0
2716,The Hunt,Drama,3800000,16800000,9,No,Yes,Yes,21.826888,7.9,927,8,2012,115,1
2717,Mud,Drama,10000000,21587700,2,Yes,Yes,No,17.663353,7,1068,5,2013,130,1
2718,Outside Bet,Comedy,7500000,0,0,No,Yes,No,0.086731,5.8,2,4,2012,101,0
2719,The Lords of Salem,Thriller,1500000,1165882,5,Yes,Yes,No,14.504326,5.1,242,9,2012,101,0
2720,The Good Dinosaur,Animation,175000000,331926147,2,Yes,Yes,No,51.692953,6.6,1736,11,2015,93,0
2721,The Wolf of Wall Street,Drama,100000000,392000694,5,Yes,Yes,No,95.007934,7.9,6571,12,2013,180,1
2722,Machete Kills,Action,12000000,15008161,7,Yes,Yes,No,29.072964,5.3,631,9,2013,107,0
2723,Re-Kill,Horror,9500000,0,3,Yes,Yes,No,5.346205,4.9,34,10,2015,87,0
2724,Below Zero,Thriller,0,0,0,No,Yes,No,1.36514,4.4,12,10,2011,0,0
2725,21 & Over,Comedy,13000000,48065672,4,Yes,Yes,No,35.522027,5.7,737,3,2013,93,1
2726,Escape Plan,Action,50000000,122915111,7,Yes,Yes,No,44.478043,6.7,1659,10,2013,115,1
2727,The World's End,Action,20000000,46089287,4,No,Yes,No,55.964605,6.7,1778,7,2013,109,1
2728,The Counselor,Drama,25000000,71009334,9,Yes,Yes,No,35.022029,5,712,10,2013,117,1
2729,42,Drama,40000000,95020213,1,Yes,No,No,31.884559,6.8,787,4,2013,128,1
2730,This Is the End,Action,32000000,126041322,4,Yes,Yes,No,38.21708,6.3,2359,6,2013,107,1
2731,Battle of the Year,Drama,20000000,16549477,1,Yes,Yes,No,8.237336,5.9,88,9,2013,110,0
2732,Grown Ups 2,Comedy,80000000,246984278,3,Yes,Yes,No,45.589568,5.8,1155,7,2013,100,1
2733,Side Effects,Drama,30000000,63372757,4,Yes,Yes,No,48.237797,6.4,1323,2,2013,106,1
2734,Captain Phillips,Action,55000000,95000000,1,Yes,Yes,No,52.786917,7.6,2454,10,2013,134,0
2735,Evil Dead,Horror,17000000,97542952,3,Yes,Yes,No,33.912116,6.4,1723,4,2013,91,1
2736,Identity Thief,Comedy,35000000,173965010,3,Yes,Yes,No,34.005726,5.6,1645,2,2013,111,1
2737,Anchorman 2: The Legend Continues,Comedy,50000000,173649015,3,Yes,Yes,No,38.125008,6,923,12,2013,119,1
2738,Frozen,Animation,150000000,1274219009,2,Yes,Yes,No,165.125366,7.3,5295,11,2013,102,1
2739,Cloudy with a Chance of Meatballs 2,Animation,78000000,248384621,2,Yes,Yes,No,41.247402,6.4,915,9,2013,95,1
2740,Beautiful Creatures,Drama,60000000,60052138,4,Yes,Yes,No,40.721373,5.6,984,2,2013,124,0
2741,Hit & Run,Action,2000000,14400000,4,Yes,Yes,No,16.668854,5.5,224,8,2012,100,1
2742,The Canyons,Drama,250000,56825,4,Yes,Yes,No,6.978907,4.1,75,7,2013,99,0
2743,Hard to Be a God,Drama,7000000,1310673,3,No,No,Yes,3.120016,6.7,41,2,2013,170,0
2744,Snowpiercer,Action,39200000,86758912,5,Yes,Yes,No,64.238688,6.7,2854,8,2013,126,1
2745,Adore,Drama,16000000,318982,9,No,Yes,No,18.790221,6.1,291,4,2013,100,0
2746,The Company,Drama,0,0,0,No,No,No,1.485324,7,12,8,2007,276,0
2747,Hardflip,Action,1000000,0,0,No,Yes,No,0.341461,4.7,5,6,2012,114,0
2748,The Oogieloves in the Big Balloon Adventure,Other,0,0,0,Yes,Yes,No,0.28576,2.2,8,8,2012,88,0
2749,Safe Haven,Romance,28000000,97594140,2,Yes,Yes,No,37.729059,6.9,823,2,2013,115,1
2750,Should've Been Romeo,Drama,0,0,1,Yes,Yes,No,0.40703,0,0,4,2012,0,0
2751,The Sessions,Drama,1000000,9138338,2,Yes,Yes,No,9.115486,6.6,179,5,2012,98,1
2752,Down & Out With The Dolls,Comedy,0,0,0,No,No,No,0.002386,0,0,3,2003,88,0
2753,Pitch Perfect,Comedy,17000000,115350426,1,Yes,Yes,No,32.746486,7.3,2247,9,2012,112,1
2754,The Helpers,Horror,4000000,0,1,Yes,Yes,No,1.390659,4.1,8,10,2012,78,0
2755,Stitches,Horror,100000,95000,6,No,Yes,No,7.447714,5.5,92,5,2012,86,0
2756,Paddington,Comedy,55000000,259207227,9,No,Yes,No,39.882276,7,883,11,2014,95,1
2757,Valley of the Heart's Delight,Drama,0,0,0,No,Yes,No,0.142255,7,1,4,2006,100,0
2758,The Sweeney,Action,3730500,6294161,3,No,Yes,No,6.938854,5.7,109,9,2012,112,0
2759,Epic,Animation,100000000,268426634,2,Yes,Yes,No,36.711378,6.4,1121,5,2013,102,1
2760,The Internship,Comedy,58000000,44000000,5,Yes,Yes,No,1.551497,6.1,1658,6,2013,119,0
2761,The Secret Life of Walter Mitty,Drama,90000000,188133322,8,Yes,Yes,No,43.348022,7,3144,12,2013,114,1
2762,Foodfight!,Animation,65000000,73706,2,Yes,Yes,No,5.258726,2.3,28,6,2012,87,0
2763,White House Down,Action,150000000,205366737,4,Yes,Yes,No,39.004588,6.4,1891,6,2013,131,0
2764,Olympus Has Fallen,Action,70000000,161025640,2,Yes,Yes,No,59.428223,6.2,2981,3,2013,120,1
2765,Girls Gone Dead,Comedy,500000,0,1,Yes,Yes,No,1.600171,3.5,14,3,2012,104,0
2766,Guardians of the Galaxy,Action,170000000,773328629,4,Yes,Yes,No,481.098624,7.9,9742,7,2014,121,1
2767,After,Thriller,0,0,2,Yes,Yes,No,4.596157,5.6,63,8,2012,90,0
2768,Bait,Action,30000000,0,7,No,Yes,No,9.780588,5.3,191,9,2012,93,0
2769,Parker,Action,35000000,46216641,1,Yes,Yes,No,28.670477,5.7,1455,1,2013,118,0
2770,Dawn of the Planet of the Apes,Action,170000000,710644566,3,Yes,Yes,No,243.791743,7.3,4410,6,2014,130,1
2771,Supercapitalist,Thriller,0,0,0,Yes,Yes,Yes,0.174311,3.5,2,8,2012,103,0
2772,El Rey de Najayo,Drama,500,0,0,No,No,No,0.080105,0,0,3,2012,101,0
2773,The Grand Budapest Hotel,Drama,30000000,174600318,6,Yes,Yes,No,74.417456,8,4519,2,2014,99,1
2774,Inescapable,Thriller,0,0,3,No,Yes,No,6.783053,5.2,13,9,2012,93,0
2775,Quartet,Drama,11000000,59520298,2,No,Yes,No,7.722021,6.3,139,9,2012,98,1
2776,Frances Ha,Drama,0,4069826,3,Yes,Yes,No,15.492257,7.2,345,5,2013,86,1
2777,Spring Breakers,Drama,5000000,31724284,8,Yes,Yes,No,62.554173,5,1551,1,2013,94,1
2778,About Time,Drama,0,87100449,2,No,Yes,No,74.817641,7.8,2067,8,2013,123,1
2779,The Hobbit: The Battle of the Five Armies,Action,250000000,956019788,5,Yes,Yes,No,120.965743,7.1,4760,12,2014,144,1
2780,The Mortal Instruments: City of Bones,Action,60000000,90565421,4,Yes,Yes,No,45.514031,6.2,1602,8,2013,130,0
2781,The Act of Killing,Documentary,1000000,444575,4,No,Yes,Yes,8.887411,7.5,210,8,2012,115,0
2782,The Incredible Burt Wonderstone,Comedy,30000000,27437881,3,Yes,Yes,No,26.9385,5.3,724,3,2013,100,0
2783,Antiviral,Horror,2400000,0,3,No,Yes,No,11.753553,5.7,112,9,2012,110,0
2784,The Case of the Grinning Cat,Documentary,0,0,1,No,No,Yes,0.092562,7.7,3,12,2004,59,0
2785,Shanghai Calling,Other,0,0,0,Yes,Yes,No,0.857008,5.7,7,5,2012,98,0
2786,Ernest & Celestine,Animation,12516654,8109160,6,No,No,Yes,11.103202,7.6,142,12,2012,78,0
2787,2016: Obama's America,Documentary,2500000,33400000,0,Yes,Yes,No,0.973582,4.6,19,7,2012,87,1
2788,Stolen,Action,35000000,2106557,3,Yes,Yes,No,16.830184,5.1,344,5,2012,96,0
2789,The Railway Man,Drama,18000000,22309223,6,No,Yes,No,13.916583,6.7,273,12,2013,116,0
2790,X-Men: Days of Future Past,Action,250000000,747862775,7,Yes,Yes,No,118.078691,7.5,6032,5,2014,131,1
2791,The Brass Teapot,Comedy,0,0,1,Yes,Yes,No,10.639774,5.8,160,9,2012,100,0
2792,The Gatekeepers,Documentary,0,0,5,No,Yes,No,2.828303,6.5,39,7,2012,101,0
2793,The To Do List,Comedy,1500000,3566225,2,Yes,Yes,No,15.017068,5.5,342,7,2013,104,1
2794,Nebraska,Drama,12000000,17654912,2,Yes,Yes,No,29.223881,7.4,636,9,2013,115,0
2795,Labor Day,Drama,18000000,20275812,3,Yes,Yes,No,17.683563,6.7,299,12,2013,111,0
2796,The Hunger Games: Mockingjay - Part 1,Thriller,125000000,752100229,2,Yes,Yes,No,206.227151,6.6,5584,11,2014,123,1
2797,The Hunger Games: Mockingjay - Part 2,Action,160000000,653428261,3,Yes,Yes,No,127.284427,6.6,3984,11,2015,137,1
2798,Mama,Horror,15000000,146497771,3,No,Yes,No,47.455148,6,1401,1,2013,100,1
2799,Jab Tak Hai Jaan,Drama,0,0,1,No,No,No,5.900535,7.3,66,11,2012,176,0
2800,Before Midnight,Drama,3000000,11176469,4,Yes,Yes,No,23.299907,7.4,568,4,2013,108,1
2801,The Butler,Drama,25000000,115922175,6,Yes,Yes,No,32.105328,7.2,1101,8,2013,132,1
2802,Promised Land,Drama,15000000,8138788,6,Yes,Yes,No,13.568302,6,243,9,2012,106,0
2803,Fly Me to the Moon,Comedy,0,0,2,No,No,Yes,11.60921,5.6,194,10,2012,104,0
2804,Carrie,Drama,30000000,82394288,3,Yes,Yes,No,63.848541,5.8,1463,10,2013,100,1
2805,Zambezia,Animation,20000000,0,7,No,Yes,No,14.182301,5.3,68,6,2012,83,0
2806,Atlas Shrugged Part II,Drama,0,0,2,Yes,Yes,No,4.725357,5.4,41,10,2012,112,0
2807,Pain & Gain,Action,25000000,86175291,2,Yes,Yes,No,31.893932,6.1,1573,4,2013,130,1
2808,Snitch,Drama,35000000,42930462,5,Yes,Yes,No,30.556135,5.8,1138,2,2013,112,0
2809,The Collection,Thriller,0,6842058,2,Yes,Yes,No,16.361743,5.9,289,9,2012,94,1
2810,Jurassic World,Action,150000000,1513528810,5,Yes,Yes,No,418.708552,6.5,8662,6,2015,124,1
2811,Trade Of Innocents,Drama,0,0,0,Yes,Yes,No,2.204138,5.5,12,9,2012,91,0
2812,2 Guns,Action,61000000,131940411,4,Yes,Yes,No,42.881415,6.6,1589,8,2013,109,1
2813,The Heat,Action,43000000,158674180,6,Yes,Yes,No,37.654688,6.5,1575,6,2013,117,1
2814,Need for Speed,Action,66000000,203277636,6,Yes,Yes,No,54.81489,6.1,1520,3,2014,130,1
2815,No Good Deed,Thriller,13200000,53830415,1,Yes,Yes,No,24.656068,5.6,181,9,2014,83,1
2816,Last Vegas,Comedy,28000000,134402450,5,Yes,Yes,No,28.043508,6.4,799,10,2013,105,1
2817,Jack Ryan: Shadow Recruit,Action,60000000,50549107,6,Yes,Yes,No,42.538258,5.9,1173,1,2014,105,0
2818,The Lego Movie,Animation,60000000,469160692,10,Yes,Yes,No,59.547928,7.5,3070,2,2014,100,1
2819,Edge of Tomorrow,Action,178000000,370541256,6,Yes,Yes,No,79.456485,7.6,4858,5,2014,113,1
2820,Winter's Tale,Drama,60000000,30800231,3,Yes,Yes,No,22.736038,6,487,2,2014,118,0
2821,Closer to the Moon,Drama,9000000,0,3,Yes,Yes,No,9.159265,6.4,13,11,2013,112,0
2822,Crowsnest,Other,1200000,0,0,No,No,No,0.057564,4.8,12,1,2012,84,0
2823,The Expendables 3,Action,90000000,206172544,6,Yes,Yes,No,61.025639,6.1,1795,8,2014,127,1
2824,Don Jon,Drama,6000000,0,3,Yes,Yes,No,33.296684,5.9,1671,7,2013,90,0
2825,We're the Millers,Comedy,37000000,269994119,6,Yes,Yes,No,100.348805,6.8,2972,8,2013,110,1
2826,The Conjuring,Thriller,13000000,318000141,3,Yes,Yes,No,49.975409,7.4,3092,7,2013,112,1
2827,Treachery,Drama,625000,0,0,No,No,No,0.283059,4.8,5,5,2013,68,0
2828,A Haunted House,Comedy,2500000,60141683,4,Yes,Yes,No,18.661541,5.4,516,1,2013,86,1
2829,Detention of the Dead,Comedy,500000,0,1,Yes,Yes,No,2.391847,4.5,34,4,2012,87,0
2830,Burn,Documentary,225000,111300,1,Yes,Yes,No,0.126676,6.9,6,11,2012,86,0
2831,Supporting Characters,Drama,0,0,0,No,Yes,No,0.620554,6.7,10,1,2012,87,0
2832,Kung Fu Panda 3,Animation,145000000,521170825,4,Yes,Yes,No,56.747978,6.7,1603,1,2016,95,1
2833,Saving Mr. Banks,Drama,35000000,112544580,5,Yes,Yes,No,31.957947,7.3,1226,11,2013,125,1
2834,"Batman: The Dark Knight Returns, Part 2",Animation,3500000,0,4,Yes,Yes,No,25.891466,7.9,419,1,2013,78,0
2835,Sabotage,Action,35000000,17508518,5,Yes,Yes,No,27.903999,5.5,555,3,2014,110,0
2836,Admission,Drama,13000000,18000000,1,Yes,Yes,No,17.632446,5.4,304,3,2013,107,0
2837,Muppets Most Wanted,Comedy,50000000,80383290,2,Yes,Yes,No,14.808304,6.2,316,3,2014,112,0
2838,Triple 9,Action,20000000,12639297,5,Yes,Yes,No,29.371987,5.6,797,2,2016,115,0
2839,The Last Exorcism Part II,Thriller,5000000,15179302,2,Yes,Yes,No,10.605752,4.4,203,2,2013,88,1
2840,RED 2,Action,84000000,0,4,Yes,Yes,No,44.34333,6.4,1526,7,2013,116,0
2841,Getaway,Action,18000000,10501938,10,Yes,Yes,No,16.520516,4.9,246,8,2013,90,0
2842,Prisoners,Drama,46000000,122126687,3.5,Yes,Yes,No,88.496873,7.9,3085,9,2013,153,1
2843,Runner Runner,Drama,30000000,62616646,5,Yes,Yes,No,22.975918,5.5,543,9,2013,91,1
2844,Delivery Man,Comedy,26000000,51164106,2,Yes,Yes,No,30.114383,6.2,551,10,2013,105,0
2845,The Young Unknowns,Drama,0,0,0,No,Yes,No,0.004922,0,0,3,2000,87,0
2846,The Best Man Holiday,Comedy,17000000,71625195,1,Yes,Yes,No,7.210095,6.7,110,11,2013,123,1
2847,U.F.O.,Action,2500000,0,2,No,Yes,No,8.248149,3.1,47,12,2012,101,0
2848,Elza,Drama,0,0,3,No,No,Yes,0.007254,0,0,4,2011,78,0
2849,Exodus: Gods and Kings,Action,140000000,268031828,4,Yes,Yes,No,101.599427,5.6,1921,12,2014,150,0
2850,Khiladi 786,Action,0,126,0,No,No,No,0.114342,4.7,11,12,2012,139,1
2851,The Way Way Back,Drama,4600000,23198652,3,Yes,Yes,No,32.14444,7.1,688,6,2013,103,1
2852,The Haunting in Connecticut 2: Ghosts of Georgia,Drama,0,0,1,Yes,Yes,No,11.708343,5.6,175,2,2013,101,0
2853,The Frozen,Thriller,0,0,0,No,No,No,1.084387,4.2,14,10,2012,0,0
2854,Inside Out,Animation,175000000,857611174,2,Yes,Yes,No,128.655964,8,6560,6,2015,94,1
2855,Cinderella,Drama,95000000,543514353,4,Yes,Yes,No,101.187052,6.7,2374,3,2015,105,1
2856,Dallas Buyers Club,Drama,5000000,55198285,4,Yes,Yes,No,59.454473,7.9,2886,9,2013,117,1
2857,The Immigrant,Drama,16000000,5867686,2,Yes,Yes,No,13.832464,6.2,250,7,2013,117,0
2858,Her,Drama,23000000,47351251,2,Yes,Yes,No,53.682367,7.9,4097,12,2013,126,1
2859,August: Osage County,Drama,25000000,74188937,2,Yes,Yes,No,20.561682,6.9,483,12,2013,121,1
2860,The Best Offer,Drama,13500000,19255873,6,No,Yes,Yes,30.058263,7.7,704,1,2013,124,0
2861,All Is Lost,Action,9000000,6108720,6,Yes,Yes,No,28.540614,6.6,671,10,2013,106,0
2862,The Monuments Men,Action,70000000,154984035,5,Yes,Yes,No,43.873266,5.8,1523,1,2014,118,1
2863,Underdogs,Animation,22000000,24000000,9,No,Yes,Yes,14.866351,6,122,7,2013,106,0
2864,Restless,Drama,0,0,3,No,Yes,No,0.812776,4.9,8,12,2012,180,0
2865,The Angry Birds Movie,Animation,73000000,349779543,5,Yes,Yes,No,45.720894,5.9,1022,5,2016,97,1
2866,Straight A's,Drama,7000000,0,3,Yes,Yes,No,4.50829,5.2,46,1,2013,88,0
2867,The Equalizer,Action,55000000,192330738,6,Yes,Yes,No,79.922059,7.1,2954,9,2014,132,1
2868,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,Comedy,0,0,2,Yes,Yes,No,1.737032,2.9,28,1,2013,80,0
2869,Tin Can Man,Horror,13,0,2,No,Yes,No,0.332679,2,1,1,2007,84,0
2870,ABCD (Any Body Can Dance),Drama,0,222000,1,No,No,Yes,1.294967,5.6,10,2,2013,160,1
2871,Interstellar,Drama,165000000,675120017,5,Yes,Yes,No,724.247784,8.1,10867,11,2014,169,1
2872,Divergent,Action,85000000,288747895,2,Yes,Yes,No,80.316463,6.9,4663,3,2014,139,1
2873,Transcendence,Drama,100000000,103039258,4,Yes,Yes,No,58.991388,5.9,2295,4,2014,119,0
2874,Fruitvale Station,Drama,0,17385830,2,Yes,Yes,No,20.967146,7.3,390,7,2013,85,1
2875,The Spectacular Now,Drama,2500000,6854611,4,Yes,Yes,No,25.722747,6.8,1048,8,2013,95,1
2876,The Wicked Within,Horror,0,0,2,Yes,Yes,No,1.906151,4.2,26,10,2015,91,0
2877,The Vatican Tapes,Thriller,13000000,1784763,4,Yes,Yes,No,10.475368,4.6,243,7,2015,91,0
2878,Oculus,Horror,5000000,44030246,5,Yes,Yes,No,35.871248,6.3,1050,9,2013,104,1
2879,The Young and Prodigious T.S. Spivet,Drama,33000000,9494789,3,No,Yes,No,10.651202,6.7,232,10,2013,105,0
2880,Joe,Drama,4000000,2365467,4,Yes,Yes,No,22.987897,6.5,338,4,2014,118,0
2881,A Most Wanted Man,Thriller,15000000,31554855,8,Yes,Yes,No,26.708193,6.5,541,7,2014,121,1
2882,Show Me,Drama,0,0,2,Yes,Yes,No,0.231297,5.6,4,9,2004,97,0
2883,The Call,Thriller,13000000,68572378,6,Yes,Yes,No,34.532418,6.6,1257,3,2013,94,1
2884,The Purge,Thriller,3000000,89328627,5,Yes,Yes,No,54.403033,6,2428,5,2013,86,1
2885,How to Fall in Love,Comedy,4000000,0,2,Yes,Yes,No,1.923514,5.2,20,7,2012,0,0
2886,Escape from Tomorrow,Horror,650,0,1,Yes,Yes,No,1.352222,4.8,87,10,2013,90,0
2887,Tomorrowland,Adventure,190000000,209154322,3,Yes,Yes,No,130.311355,6.2,2846,5,2015,130,0
2888,This Is Martin Bonner,Drama,0,0,0,Yes,Yes,No,0.76368,6.6,4,6,2013,83,0
2889,20 Feet from Stardom,Documentary,1000000,0,1,Yes,Yes,No,5.247956,7.4,85,6,2013,89,0
2890,The Square,Drama,0,0,3,Yes,No,No,4.892203,7.8,55,6,2013,88,0
2891,The Dirties,Drama,0,0,2,No,Yes,No,0.833937,6,42,10,2013,83,0
2892,Hotel Transylvania 2,Animation,80000000,473226958,2,Yes,Yes,No,61.692197,6.7,1497,9,2015,89,1
2893,Blue Jasmine,Drama,18000000,99206215,1,Yes,Yes,No,34.694216,7,1098,7,2013,98,1
2894,The Fifth Estate,Drama,28000000,8555008,5,Yes,Yes,No,20.267062,5.7,364,10,2013,128,0
2895,The Snow Queen,Animation,7000000,12400000,1,No,No,Yes,5.33861,5.1,47,10,2012,76,0
2896,Out of the Furnace,Drama,22000000,15400000,5,Yes,Yes,No,29.230298,6.5,720,12,2013,116,0
2897,One Direction: This Is Us,Documentary,10000000,0,2,Yes,Yes,No,7.944457,8,201,8,2013,92,0
2898,Hansel and Gretel Get Baked,Comedy,4500000,0,1,Yes,Yes,No,2.503612,4.8,67,2,2013,86,0
2899,Fantastic Four,Action,120000000,167977596,7,Yes,Yes,No,38.126095,4.4,2278,8,2015,100,0
2900,Treading Water,Drama,4700000,0,3,No,Yes,No,0.217538,5.6,6,9,2013,92,0
2901,Brooklyn,Drama,11000000,62076141,4,No,Yes,No,39.337949,7.2,1213,10,2015,111,1
2902,Freaky Deaky,Comedy,0,0,2,Yes,Yes,No,4.448353,4.9,18,4,2012,90,0
2903,Furious 7,Action,190000000,1506249360,10,Yes,Yes,No,102.322217,7.3,4176,4,2015,137,1
2904,Ride Along,Action,25000000,153997819,4,Yes,Yes,No,28.468,6.1,853,1,2014,99,1
2905,American Hustle,Drama,40000000,251171807,3,Yes,Yes,No,49.664128,6.8,2807,12,2013,138,1
2906,BloodRayne,Action,25000000,2405420,1,Yes,Yes,No,7.008216,3.5,118,10,2005,95,0
2907,A Walk Among the Tombstones,Drama,28000000,53181600,8,Yes,Yes,No,61.309619,6.2,1131,9,2014,113,0
2908,The Deported,Comedy,0,0,0,No,Yes,No,0.194848,0,0,6,2010,90,0
2909,The Boxtrolls,Animation,60000000,108255770,1,Yes,Yes,No,30.656345,6.6,668,9,2014,97,0
2910,Inherent Vice,Drama,20000000,11110975,3,Yes,Yes,No,45.742217,6.5,833,12,2014,148,0
2911,The Green Inferno,Action,5000000,6833445,5,Yes,Yes,No,17.845161,5,349,9,2014,100,0
2912,The Lost Medallion: The Adventures of Billy Stone,Adventure,0,0,1,Yes,Yes,No,2.952932,5.6,13,3,2013,97,0
2913,Rio 2,Animation,103000000,500188435,2,Yes,Yes,No,42.40024,6.3,978,3,2014,102,1
2914,Khumba,Animation,20000000,27187375,1,No,Yes,No,6.459787,5.8,72,7,2013,85,0
2915,Drinking Buddies,Drama,0,343341,1,Yes,Yes,No,17.378455,6,356,8,2013,90,1
2916,Along the Roadside,Comedy,250,0,1,Yes,Yes,No,0.166655,7.7,3,2,2013,118,0
2917,Legend of a Rabbit,Animation,19000000,2570000,0,No,Yes,Yes,0.738652,3,3,1,2011,89,0
2918,All Is Bright,Drama,0,0,3,Yes,Yes,No,3.613577,5.3,36,9,2013,107,0
2919,Bending Steel,Documentary,0,0,0,No,Yes,No,0.048726,5,1,4,2013,93,0
2920,Jane Got a Gun,Action,25000000,1397284,5,Yes,Yes,No,15.333575,5.4,285,1,2016,98,0
2921,Cheap Thrills,Drama,0,0,2,Yes,Yes,No,10.826253,6.3,155,3,2013,85,0
2922,Baggage Claim,Comedy,8500000,22456509,1,Yes,Yes,No,11.436405,5.6,85,9,2013,96,1
2923,Black Nativity,Drama,17500000,7018189,2,Yes,Yes,No,7.180403,5.8,16,11,2013,93,0
2924,A Madea Christmas,Drama,0,0,1,Yes,Yes,No,5.377155,7,35,12,2013,100,0
2925,Free Birds,Animation,55000000,110000000,2,Yes,Yes,No,14.414937,5.7,254,10,2013,91,0
2926,Reality Show,Other,0,0,2,Yes,No,No,0.472123,5.5,2,1,2015,92,0
2927,Enter the Dangerous Mind,Thriller,0,0,2,Yes,Yes,No,1.998826,4.8,14,3,2013,88,0
2928,Home Run,Drama,1200000,2861020,2,Yes,Yes,No,3.085411,6.3,24,4,2013,114,1
2929,Big Hero 6,Animation,165000000,652105443,2,Yes,Yes,No,203.73459,7.8,6135,10,2014,102,1
2930,Mission: Impossible - Rogue Nation,Action,150000000,682330139,7,Yes,Yes,No,114.522237,7.1,3224,7,2015,131,1
2931,Aroused,Documentary,0,0,1,Yes,Yes,No,2.557258,7.2,11,2,2013,73,0
2932,The Great Beauty,Drama,12400000,8371085,14,No,No,Yes,32.523573,7.3,720,5,2013,142,0
2933,They Came Together,Comedy,0,0,1,Yes,Yes,No,12.036888,5.3,171,6,2014,84,0
